id,titlu,pret,moneda,nr_camere,suprafata,link,imagini_paths,numar_imagini,observatii,descriere,data_cont,nr_postari,pret_estim,data_cont_parsed,vechime_zile,scam,delta_pret
144,Anunț,110000,EUR,4,300,https://www.publi24.ro/anunturi/imobiliare/de-vanzare/case/case-vile/anunt/casa-batraneasca-cu-teren-300mp-deschidere-15-3mp/854e557h3h84779e1ed2f19hi47147e9.html,images_case/anunt_144_img_0.webp|images_case/anunt_144_img_1.webp|images_case/anunt_144_img_2.webp|images_case/anunt_144_img_3.webp,4,,"Casa de vanzare batraneasca  Str. Ana Ipătescu, zona Km 4   300 mp, deschidere 15.3 m Oportunitate de investiție! Vă prezentăm o casa batraneasca cu suprafața de 300 mp, situat pe Str. Ana Ipătescu, în zona Km 4, într-un cartier liniștit și bine conectat. Proprietatea are o deschidere generoasă de 15.3 m, fiind potrivită pentru construcția unei case individuale sau a unui duplex. Utilități: apă și curent în curte, gaze la poartă. Terenul este ideal pentru construcție P+1 sau mai mult, în funcție de certificatul de urbanism (care nu a fost încă emis). Acces facil la mijloace de transport în comun   stații de autobuz în apropiere, iar zona oferă un echilibru excelent între confort urban și liniște. ID anunț : 1750912841",02.08.2010,3,135411.203125,2010-02-08,5781.0,0,-25411.203125
145,Anunț,250000,EUR,5,150,https://www.publi24.ro/anunturi/imobiliare/de-vanzare/case/vila/anunt/valea-ursului-langa-padure-vila-lux-ecologica-150mp-utili-teren-550/ee83g8i99e2374dide0f49hed72f3g7h.html,images_case/anunt_145_img_0.webp|images_case/anunt_145_img_1.webp|images_case/anunt_145_img_2.webp|images_case/anunt_145_img_3.webp,4,,,,0,154103.515625,,,0,95896.484375
146,Anunț,220000,EUR,1,15,https://www.publi24.ro/anunturi/imobiliare/de-vanzare/case/case-vile/anunt/zona-verde-aproape/29h2217f3e13706heg65943d7399e00i.html,images_case/anunt_146_img_0.webp|images_case/anunt_146_img_1.webp|images_case/anunt_146_img_2.webp|images_case/anunt_146_img_3.webp,4,,"LOCALIZARE: Acest imobil este situat in zona Schei, in imediata apropiere a Pietei Unirii Brasov. COMPARTIMENTARE: Cu regim de inaltime P+E+M, vila este dispusa astfel: PARTER: -	o camera, aceasta dispune de acces din strada; -	un grup sanitar. ETAJUL: -	living, acesta dispune de suprafata generoasa, cu zona de luat masa incorporata; -	bucataria, care este inchisa, dispunand de zona depozitare alimente; -	doua grupuri sanitare, cu aerisire naturala; -	camara; -       doua dormitoare. MANSARDA: -	un dormitor, acesta dispune de chicineta si acces la podul amenajat in zona de relaxare; -	4 dormitoare, acestea dispunand de acces la cele doua terase de la acest etaj; -	baie, care cu aerisire naturala; DOTARI: - centrala termica; - incalzire calorifere; - tamplarie PVC, cu geam termopan; - terasa exterioara, de cca 15 mp; - canalizare. Tranzactionarea proprietatii se va face cu mobilierul aferent prezentei ofertari. IMPREJURIMI: Imobilul este situat intr-o zona de vile, accesul pietonal, pana zona de centru a orasului, facandu-se in cca.  10 minute. ATRACTII ZONA: Magazine, restaurante, parcuri, școli, spitale. ACCESIBILITATE: Transport public în apropiere | la aproximativ 20 m. FORMA ACHIZITIONARE: Se accepta plata prin accesare credit. Comision de intermediere 2%+TVA. NOTA: Informatiile prezentate reflecta situatia reala a proprietatii, fara a constitui o oferta contractuala. Aceste date au fost obtinute verbal, de la titularul de drept al imobilului. Structura acestei prezentari nu poate fi reprodusa, fara acordul scris al The Seller and Partners. ID anunț : 1750930627",01.11.2022,474,191482.3125,2022-01-11,1426.0,0,28517.6875
147,Anunț,240000,EUR,2,73,https://www.publi24.ro/anunturi/imobiliare/de-vanzare/case/case-vile/anunt/casa-moderna-constructie-2019-eficienta-energetica-clasa-a-4-dormitoare/h21h9fdg445e7823d41h196d26e47f85.html,images_case/anunt_147_img_0.webp|images_case/anunt_147_img_1.webp|images_case/anunt_147_img_2.webp|images_case/anunt_147_img_3.webp,4,,"Va prezentam o locuinta moderna si eficienta energetic, ideala pentru o familie care apreciaza calitatea constructiei, compartimentarea functionala si confortul termic pe tot parcursul anului. Casa a fost construita in anul 2019 pe cadre de beton armat, cu zidarie din caramida de beton celular autoclavizat (BCA) si finisaje premium. Detalii tehnice si structurale: Izolatie exterioara cu polistiren expandat de 15 cm (pereti) si 20 cm (acoperis); Elevatie (fundatie) hidro si termoizolata cu polistiren extrudat; Tamplarie PVC cu geam termopan Low-E si sistem de microventilatie; Izolatie sub pardoseala parterului: polistiren 10 cm; Incalzire in pardoseala pe ambele niveluri, alimentata de centrala pe gaz; 2 aparate de aer conditionat Daikin (parter + etaj); 2 rezervoare de apa + pompa pentru presiune constanta; Racordata la toate utilitatile: curent, apa, gaze, canalizare; Certificat energetic: Clasa A – consum redus si confort ridicat. Compartimentare si suprafete: Subsol: 7,73 mp – spatiu ideal pentru depozitare; Parter – 77,12 mp: 1 dormitor Living generos cu zona de dining Bucatarie inchisa Camera tehnica Grup sanitar Etaj – 78,49 mp: 3 dormitoare spatioase,cu balcon propriu Grup sanitar complet echipat Casa este luminoasa, bine compartimentata si construita cu accent pe durabilitate si eficienta energetica, fiind o alegere excelenta pentru cei care isi doresc un camin modern, complet utilat si gata de locuit. Pret: 240.000 euro + comisionul agentiei Pentru informatii suplimentare si programari vizionari: Ene Marian – 0740 949 871 Consilier vanzari – MAG Invest ID anunț : 1761047655",28.04.2018,91,172729.265625,2018-04-28,2780.0,0,67270.734375
148,Anunț,189990,EUR,6,140,https://www.publi24.ro/anunturi/imobiliare/de-vanzare/case/case-vile/anunt/comision-0-casa-individuala-6-camere-curte-comuna-zona-kiriac-id-v5183/73i05gdd587d79i91576f47d2de775e6.html,images_case/anunt_148_img_0.webp|images_case/anunt_148_img_1.webp|images_case/anunt_148_img_2.webp|images_case/anunt_148_img_3.webp,4,,"ID intern: V5183 Casa individuala, 6 camere, curte comuna, 140 mp, zona Kiriac FOXFORT Imobiliare propune spre de vanzare casa tip individuala, la curte comuna cu un regim de inaltime P+M, situata in zona Kiriac, avand un numar de 6 camere, cu o suprafata utila de 140 mp si teren 200 mp. Casa a fost construita in anul 1965 si renovata in anul 2018. Imobilul este situat in apropiere de Piata Iuliu Maniu, statii transport in comun, puncte de interes majore: OMV, Kaufland, Mega Image, la 5 minute cu masina de Shopping City si 8 minute de Centru Timisoara, iar pe jos la 3 minute de mijloacele de transport in comun. Compartimentarea este dispusa dupa cum urmeaza: - Parter: hol, living, baie, bucatarie, 2 camere. - Mansarda: hol, 3 dormitoare, baie, balcon, hol. - Pod depozitare. Casa se va preda complet utilata si mobilata. Casa dispune de 1 loc de parcare in curte si un garaj. Finisajele interioare sunt moderne: - Usa intrare: pvc; - Usi interioare: celulare; - Tamplarie ferestre: pvc, geamuri tripan. - Podele: parchet, gresie. Pretul de vanzare este de 189.990€ - COMISION 0%. Se accepta ca si modalitate de plata cash si credit ipotecar. Indicator performanta energetica: Clasa B Pentru a vedea toate ofertele valabile actualizate periodic, cu preturi reale si ultimele anunturi imobiliare adaugate intrati acum pe site-ul oficial FOXFORT Imobiliare: foxfort.ro Precizati intotdeauna ca ati vazut oferta cu ID: V5183 Sediu agentie: Strada Mureș, Nr.39 A, Timisoara, Timiș Mai multe detalii la telefon: 0374.069.727 / www.foxfort.ro / [email protected] ID anunț : 1682687588",11.10.2019,1416,169658.625,2019-11-10,2219.0,0,20331.375
149,Anunț,59950,EUR,6,300,https://www.publi24.ro/anunturi/imobiliare/de-vanzare/case/case-vile/anunt/vand-casa-mare-oferta-de-blak-friday/8h10644i15747e59dgfh83894hfdfi03.html,images_case/anunt_149_img_0.jpg|images_case/anunt_149_img_1.jpg|images_case/anunt_149_img_2.jpg|images_case/anunt_149_img_3.jpg,4,,"Proprietar vand casa in Aradul nou la un demisol  deosebit care este facut frumos ca pentru mine   are 300 mp utili la pret de apartament acum la super oferta Se poate locui acolo si se poate deschide ceva acolo sau se poate inchiria  o parte  ca este destul de mare   eu acum locuiesc acolo are toaleta cu wc si chiuveta curent si trifazic de 380V are mai multe camere Este termoteca pe gaz calorifere ferestre din termopan este izolat pe dinafara este o zona linistita este un bloc de biroruri si locuinte este o curte foarte mare ,cel mai bine veniti si vedeti cum este ma puteti suna cand doriti. Telefon zero sapte doi zero,doi noua noua trei trei cinci Acum la super oferta de Blak Friday Acum la pretul de 60.000 euro !!! ID anunț : 1732744501",22.08.2013,7,147146.875,2013-08-22,4490.0,0,-87196.875
150,Anunț,18000,EUR,6,110,https://www.publi24.ro/anunturi/imobiliare/de-vanzare/case/case-vile/anunt/casa-la-tara/ff97dg6ihe2d7025242ff9ei87143725.html,images_case/anunt_150_img_0.webp|images_case/anunt_150_img_1.jpg|images_case/anunt_150_img_2.jpg|images_case/anunt_150_img_3.webp,4,,"casa situata in comuna Uda Clocociov,  compusa din corpuri de clădire după cum urmează; corp 1 80 mp- 3 camere, hol corp 2 30 mp - bucatarie, baie, camera tehnica suprafață curte 850mp utilități: energie electrica, apa curenta, fosa septica ID anunț : 1730033174",29.10.2022,3,126960.5234375,2022-10-29,1135.0,0,-108960.5234375
151,Anunț,425000,EUR,6,278,https://www.publi24.ro/anunturi/imobiliare/de-vanzare/case/case-vile/anunt/schimb-casa-d-e-m-2006-marriott-sirenelor-sc-300-t-300-aut-extindere-libera/e194h5g87g8f70032f571ghh956ih99i.html,images_case/anunt_151_img_0.jpg|images_case/anunt_151_img_1.jpg|images_case/anunt_151_img_2.jpg|images_case/anunt_151_img_3.jpg,4,,"URGENT! Ocazie, pret redus de la 420000 Euro! PROPRIETAR! Eventual schimb cu apt. Bucuresti+ diferenta semnificativa din partea Dvs: Casa D+E+M, 2006, zona Marriott -Sirenelor, Sc=300 T= 278 MP in acte, 300 mp din masuratori D+P+E, aprox. Sc=aprox 100 MP nivel (sub 100 D si P, peste 100 E) Autorizatie de extindere la D+P+2E plus inca un bloc cu 12 garsoniere, tot D+P+2E. Liber, asigurata, taxe si impozite la zi. Toate facilitatile, libera, Pretabil locuit  sediu firma  Afacere: cabinete medicale, showroom, minimarket, minihotel.... Zona cu potential urias Detalii, foto, schite- pe email, Whatsapp Rog: sunati NUMAI dupa-amiaza seara! ID anunț : 1631442711",28.10.2019,7,192257.40625,2019-10-28,2232.0,0,232742.59375
152,Anunț,550000,EUR,6,100,https://www.publi24.ro/anunturi/imobiliare/de-vanzare/case/case-vile/anunt/casade-vanzare-zona-foarte-buna/d6d39272df89788414gg0522g8d6f6h1.html,,0,,"Vindem sau inchiriem casa pe 4 nivele(3 +mansarda)situata intr-o zona foarte buna aproape de centrul orasului (10 minute de mers pe jos) de spital(5 minute de mers pe jos)de malluri etc 3 nivele sunt cu intrare separata iar al patrulea se poate modifica pentru a avea intrare din exterior. Este o casa care se preteaza ca si locuinta spatii comerciale cabinete medicale birouri firma etc Casa se poate vinde sau inchiria toata sau pe nivele fiecare nivel avand aprox 100mp are parcare in fata amenajata pentru 2 masini cu posibilitate de extindere la 4 autoturisme. pentru orice alte informatii(vanzare ,inchiriere) va stam la dispozitie pe nr de mai jos sau pe whattsup. ID anunț : 1757504163",13.02.2023,3,21531.4921875,2023-02-13,1028.0,0,528468.5078125
153,Anunț,159900,EUR,4,385,https://www.publi24.ro/anunturi/imobiliare/de-vanzare/case/case-vile/anunt/casa-p-1-pod-4-camere-teren-385-mp-berceni/4h889g5301757fg5e25d46836h4i2518.html,images_case/anunt_153_img_0.webp|images_case/anunt_153_img_1.webp|images_case/anunt_153_img_2.webp|images_case/anunt_153_img_3.webp,4,,"Descoperiți casa visurilor dumneavoastră! Această proprietate spațioasă și primitoare este acum disponibilă pentru vânzare și oferă tot ce aveți nevoie pentru un trai confortabil. Detalii cheie: Tip: P+1+pod Suprafață teren: 385 mp Număr camere: 4 Bucătărie: Închisă, ideală pentru gătit și petrecut timp în familie Băi: 2, pentru confortul tuturor Balcon și terasă: Perfecte pentru relaxare și socializare Centrala proprie: Eficiență energetică și confort termic Finisaje de calitate: la alegere daca rezervarea se face in timp util! Această casă este ideală pentru familii sau pentru cei care doresc un cămin confortabil, cu acces rapid la toate facilitățile. Nu ratați ocazia de a vă muta imediat într-un loc unde veți crea amintiri de neuitat! Contactați-ne acum pentru mai multe detalii și pentru a programa o vizionare- 0785350590. Merită să o vedeți! Persoana fizica Comision 0% ID anunț : 1765050600",28.03.2024,344,183473.75,2024-03-28,619.0,0,-23573.75
154,Anunț,99500,EUR,2,88,https://www.publi24.ro/anunturi/imobiliare/de-vanzare/case/case-vile/anunt/casa-si-teren-1815-m/3d211f13753h716g12edfidd71d944h0.html,images_case/anunt_154_img_0.jpg|images_case/anunt_154_img_1.jpg|images_case/anunt_154_img_2.jpg|images_case/anunt_154_img_3.jpg,4,,"Vind casa 90 m și teren 1815m,parter și mansarda ,2 camere baie,bucătărie și un hol jos s-o 2 camere și o baie sus.Alei pietonale,put cu apa în curte cit cuprinde,încă o căsuța mica în curte,împrejmuit de jur împrejur,garaj la poarta ID anunț : 1701419233",16.03.2017,2,133714.171875,2017-03-16,3188.0,0,-34214.171875
155,Anunț,998700,EUR,4,126,https://www.publi24.ro/anunturi/imobiliare/de-vanzare/case/case-vile/anunt/film-3d-resedinta-notabila-in-pretiosul-areal-drumul-poienii-centru-istoric-medieval-brasov/7gd5e68h71g878202267635209gihdh7.html,images_case/anunt_155_img_0.jpg|images_case/anunt_155_img_1.jpg|images_case/anunt_155_img_2.jpg|images_case/anunt_155_img_3.jpg,4,,"660 EUR/m 2 |
                                    
                                210 m 2",,0,193293.34375,,,0,805406.65625
156,Anunț,55000,EUR,5,80,https://www.publi24.ro/anunturi/imobiliare/de-vanzare/case/case-vile/anunt/vanzare-casa-curte-sat-padureni-com-jaristea-focsani/8ge113gi4i287d93d2d1e934d399534d.html,images_case/anunt_156_img_0.jpg|images_case/anunt_156_img_1.jpg|images_case/anunt_156_img_2.jpg|images_case/anunt_156_img_3.jpg,4,,,11.04.2021,1,151894.6875,2021-11-04,1494.0,0,-96894.6875
157,Anunț,215000,EUR,5,180,https://www.publi24.ro/anunturi/imobiliare/de-vanzare/case/case-vile/anunt/vila-zona-lunca-cetatuii/224g68d5fhd67fd9d1gegeei161075hg.html,images_case/anunt_157_img_0.webp|images_case/anunt_157_img_1.webp|images_case/anunt_157_img_2.webp|images_case/anunt_157_img_3.webp,4,,"Vila de vânzare..zona Lunca Cetatuii ,cartier Astoria, compusa din: Parter: 1 camera, bucatarie, living spatios, baie, hol și terasa, Etaj: camera matrimoniala cu dressing si baie proprie + 2 camere hol și baie. Casa are 180 mp utili + 2 terase Incălzire în pardoseala pe ambele etaje Teren 500 mp Dispune de o stradă privată betonata cu poarta automatizata. Usi și ferestre veka 3 sticle. Aer conditionat. Utilitati: curent, gaz,apa, fosa septica și fântână, este împrejmuita cu gard din bolțari partea din fata, si spate sipca metalica Casa este construita în regie proprie din cărămidă tencuita manual interior exterior și placata cu polistiren 10cm Eps 80 austroterm. Livingul Dispune de un șemineu cu focar. Casa se vinde mobilata parțial. ID anunț : 1747763157",01.07.2017,2,139716.78125,2017-01-07,3256.0,0,75283.21875
158,Anunț,14000,EUR,2,12,https://www.publi24.ro/anunturi/imobiliare/de-vanzare/case/case-vile/anunt/casa-si-teren-de-vanzare/526281g9e8d379552hif13geg575i30e.html,,0,,,15.05.2025,1,21531.087890625,2025-05-15,206.0,0,-7531.087890625
159,Anunț,105000,EUR,4,93,https://www.publi24.ro/anunturi/imobiliare/de-vanzare/case/case-vile/anunt/apartament-ultracentral-piata-catedralei/5638066721ge7246d199hf82hhii849i.html,images_case/anunt_159_img_0.jpg|images_case/anunt_159_img_1.jpg|images_case/anunt_159_img_2.webp|images_case/anunt_159_img_3.jpg,4,,"Se ofera spre vanzare apartament in Str. Ghe. Baritiu colt   cu str. Metianu alcatuit din 4 camere, bucatarie  stil american, baie, cámara, WC serviciu  cu o suprafata de 201 metri. Apartamentul mai are in dotari  o terasa si un balcón exterior in Str. BARITIU, 2 pivnite de 40 metri dispunand de trifazic si geam exterior si o suprafata din curtea comunitara  de 50 metri. Ideal atat pt. firme cat si particular. ID anunț : 1741607145",18.06.2021,1,126463.4921875,2021-06-18,1633.0,0,-21463.4921875
160,Anunț,199000,EUR,6,785,https://www.publi24.ro/anunturi/imobiliare/de-vanzare/case/case-vile/anunt/casa-de-vanzare-cu-garaj-si-anexa-teren-785-mp-gageni-comision-0/39f7d4f61905712f1f8ggi6448045874.html,images_case/anunt_160_img_0.webp|images_case/anunt_160_img_1.webp|images_case/anunt_160_img_2.webp|images_case/anunt_160_img_3.webp,4,,,,0,141786.625,,,0,57213.375
161,Anunț,239000,EUR,5,460,https://www.publi24.ro/anunturi/imobiliare/de-vanzare/case/case-vile/anunt/proprietar-vand-casa-cu-5-camere-in-sibiu/8d4fi3d80i5g7fdf28h7g578377i243f.html,images_case/anunt_161_img_0.webp|images_case/anunt_161_img_1.webp|images_case/anunt_161_img_2.webp|images_case/anunt_161_img_3.webp,4,,"CASĂ DE VÂNZARE   5 camere, mobilată, 460 mp teren   zona Turnișor, Sibiu Preț: 239.000 EURO   negociabil Acceptăm și credit ipotecar! Vă propunem spre vânzare o casă singur în curte, mobilată și utilată complet, cu 5 camere, pivniță, garaj, anexe și un teren generos de 460 mp (inclusiv amprenta casei), situată într-o zonă liniștită din Turnișor   cu acces rapid către centrul orașului. DETALII TEHNICE: Suprafață totală: 150 mp Regim înălțime: S+P+E Construită în 2007, din cărămidă, izolată exterior Casa este intabulată, fără sarcini, disponibilă imediat COMPARTIMENTARE: Subsol: Pivniță spațioasă Parter (renovat recent): Living open space cu bucătărie Cămară Baie cu geam de aerisire Hol + debara Cameră de zi Etaj: 3 dormitoare luminoase Baie cu geam de aerisire Hol + balcon cu acces din hol DOTĂRI ȘI AVANTAJE: Centrala termică proprie cu calorifere Parchet, geamuri termopan, pereți groși Grădină frumos amenajată cu pomi fructiferi, straturi, seră Grătar, garaj, magazie pentru depozitare Loc de parcare în curte Camere spațioase și înalte, foarte luminoase ID anunț : 1744061744",09.02.2019,3,187061.28125,2019-09-02,2288.0,0,51938.71875
162,Anunț,165000,EUR,5,1000,https://www.publi24.ro/anunturi/imobiliare/de-vanzare/case/case-vile/anunt/casa-p-1-comuna-balotesti-ilfov/107f91653g0779d2116e8i6f8d621h74.html,images_case/anunt_162_img_0.webp|images_case/anunt_162_img_1.webp|images_case/anunt_162_img_2.webp|images_case/anunt_162_img_3.webp,4,,"Casă cu potențial, poziționată excelent   aproape de București și în inima naturii. Casa este situata pe una dintre străzile principale ale comunei Balotești. Vă oferim spre vânzare o proprietate cu potențial de la marginea orașului, fără a renunța la accesul rapid către București și principalele puncte de interes din nordul capitalei. Caracteristici generale: Suprafață teren: 1000 mp (conform acte)   965 mp (măsurată) Casă P+1, construită în 1980 cu recepția casei in 1998 (etaj edificat în 2000) Compartimentare: Parter   cu două intrări separate. Prima zonă: hol, baie, bucătărie, 2 dormitoare A doua zonă: hol, bucătărie, dormitor, baie, cămară Etaj: Hol, baie, bucătărie cu living open-space, dormitor Utilități: Apă curentă, gaz, canalizare Fântână proprie Stare imobil: Casa este locuibilă, însă necesită renovare și modernizare. Localizare excelentă: 3 minute de Spitalul SRI Agrippa Ionescu și Edenland Park 10 minute de DN1 Value Center și Therme București 20 minute de Cartierul Băneasa, București Zona este liniștită, cu vecini civilizați și multiple facilități în apropiere   ideală pentru cei care vor să trăiască aproape de oraș, dar departe de agitația acestuia. Documentație completă, acte în regulă. Dacă sunteți în căutarea unei case într-o zonă cu acces rapid către nordul Bucureștiului și cu un teren generos, această proprietate este o oportunitate excelentă! Langa casa este un alt teren de vanzare cu o casa demolabila, daca se doreste o deschidere mai mare ID anunț : 1751183875",13.05.2015,1,150369.765625,2015-05-13,3861.0,0,14630.234375
163,Anunț,215000,EUR,5,122,https://www.publi24.ro/anunturi/imobiliare/de-vanzare/case/case-vile/anunt/vand-casa-moderna-122mp-zona-premium-complex-lidl-mosnita-noua/225653h68h6471df14930hf1002d1gii.html,images_case/anunt_163_img_0.webp|images_case/anunt_163_img_1.webp|images_case/anunt_163_img_2.webp|images_case/anunt_163_img_3.webp,4,,"Casă modernă 122 mp   toate utilitățile   panouri fotovoltaice   zonă excelentă, la 300 m de Lidl Vând casă modernă, 122 mp utili, partial utilată și eficientă energetic. Amplasată într-o zonă foarte bună, liniștită, la doar 300 m de Lidl. Parter: hol, spațiu tehnic, baie, birou, living + bucătărie open-space, debara, terasă acoperită Etaj: 3 camere + 2 băi Pod utilizabil pentru depozitare Dotări premium: Panouri fotovoltaice Încălzire automatizată   control prin WiFi Aer condiționat Curte amenajată cu aspersoare Toate utilitățile (gaz, curent, apă, canalizare) Casă completă, eficientă, perfectă pentru familie și pentru cei care apreciază confortul și tehnologia modernă. Contact pentru detalii și vizionare. Pret 215.000 negociabil ID anunț : 1765049396",27.08.2009,1,274366.53125,2009-08-27,5946.0,0,-59366.53125
164,Anunț,85000,EUR,5,144,https://www.publi24.ro/anunturi/imobiliare/de-vanzare/case/case-vile/anunt/discount-casa-renovata-in-tuzla-jud-constanta/1gh443gdh46578g3eggf80g5g138gd1h.html,,0,,"Pret redus la casa renovată de curand, izolata ,acoperiș nou metalic, gresie , faianța, parchet, pereții îmbrăcați in lambriu , încălzire pe calorifere conectate la centrală termică pe peleți . Aer condiționat și Satelit funcționabile . Casa este călduroasă iarna și răcoroasă vara și este in conformitate cu ultimile cerințe UE privind casele ECO. Se vinde cu mobila noua de la Mobexpert. Este intr-o zona liniștita și are acces la gara și la microbuz .Casa are 144mp teren și 92 mp. utili . Și conține 5 camere , baie+ baie serviciu , veranda , magazie .Zona linistita cu aer ionizat, la 10 minutt pe jos de plaja Tuzla. Preț 85000  .. ID anunț : 1736368870",08.01.2025,2,21531.5546875,2025-08-01,128.0,1,63468.4453125
165,Anunț,85799,EUR,2,65,https://www.publi24.ro/anunturi/imobiliare/de-vanzare/case/casa-de-vacanta/anunt/skala-potamia-thassos-studio-cabana-lemn-cu-terasa-cu-bai-proprii-curte-700m-pana-la-plaja/3e400f16eg197ie914dee210946692f3.html,images_case/anunt_165_img_0.jpg|images_case/anunt_165_img_1.jpg|images_case/anunt_165_img_2.jpg|images_case/anunt_165_img_3.jpg,4,,"garsonieră studio ,constructie din caramida,cu baie și bucătărie,terasa  și casa din lemn cu terasă, izolată exterior,, baie proprie ,ambele mobilate complet,A C,pomi fructiferi,maslini,curte superbă 500 mp care pot fi individualizati dintr-o curte mare de 2500 mp ,700 m până la plaja Golden Beach ID anunț : 1623701244",16.09.2017,3,152014.734375,2017-09-16,3004.0,0,-66215.734375
166,Anunț,192495,EUR,5,190,https://www.publi24.ro/anunturi/imobiliare/de-vanzare/case/casa-de-vacanta/anunt/skala-potamia-thassos-casa-piatra-studio-cabana-lemn-dependinte-2500mp-teren-700m-pana-la-mare/743e7i6g513g790id5h86g14h005ff14.html,images_case/anunt_166_img_0.jpg|images_case/anunt_166_img_1.jpg|images_case/anunt_166_img_2.jpg|images_case/anunt_166_img_3.jpg,4,,"Casa construita din piatră ,traditionala cu 2 camere,baie,bucătărie, A C,TV,balcon, terasă,mobilata complet+ Cabana de lemn cu baie proprie,mobilata complet,A C,TV,izolata exterior si 2- Studio garsoniere, construite din caramida,baie,bucatarie,terasa,A C,TV,Mobilatecomplet 2500mp curte superba,pomi fructiferi,maslini, kiwi, lotus 700 m până la plaja ID anunț : 1623701146",16.09.2017,3,168477.328125,2017-09-16,3004.0,0,24017.671875
167,Anunț,175000,EUR,5,350,https://www.publi24.ro/anunturi/imobiliare/de-vanzare/case/case-vile/anunt/casa-p-1-m-350-mp-teren-70-ari-livezile-la-9-km-de-bistr/5ef57gdii955759i24i37e9d19407884.html,images_case/anunt_167_img_0.webp|images_case/anunt_167_img_1.webp|images_case/anunt_167_img_2.webp|images_case/anunt_167_img_3.webp,4,,"Oferim spre vanzare casă P+1+M, 350 mp, 6 camere, 4 bai, 2 garaje, beci, etc,semifinisata, încălzire pardoseala, cu utilități, apa, curent trifazic, teren aferent imprejmuit 70 arii, pozitie deosebita, și retrasa, in localitatea Livezile. Pret inf. 175.000 euro ID anunț : 1762712839",13.02.2011,5,124720.3125,2011-02-13,5411.0,0,50279.6875
168,Anunț,129000,EUR,5,500,https://www.publi24.ro/anunturi/imobiliare/de-vanzare/case/case-vile/anunt/vand-schimb-casa-p-1-mangalia-str-emil-cioran-teren-500-mp-145-mp-supratata-utila/0940ggd0344071gfd2g333hh43954ef3.html,images_case/anunt_168_img_0.webp|images_case/anunt_168_img_1.webp|images_case/anunt_168_img_2.webp|images_case/anunt_168_img_3.webp,4,,,,0,145072.671875,,,0,-16072.671875
169,Anunț,150000,EUR,3,1068,https://www.publi24.ro/anunturi/imobiliare/de-vanzare/case/case-vile/anunt/casa-3-camere-si-teren-1068-mp-centru/014g769gg46976dd2gd2hh9dh848h7d6.html,images_case/anunt_169_img_0.webp|images_case/anunt_169_img_1.webp|images_case/anunt_169_img_2.webp|images_case/anunt_169_img_3.webp,4,,"Blitz va propune pentru vanzare un teren intravilan de 1068 mp, situat în centrul orașului, într-o zonă de excepție, ideală pentru rezidență sau investiții. Proprietatea dispune de o casă de 140 mp, bine amplasată pe teren, care poate fi renovată sau adaptată după nevoi. De asemenea, pe teren se regăsesc și anexe funcționale, ce pot servi diverselor activități gospodărești sau pot fi demolate pentru a maximiza potențialul spațiului. Zona este extrem de accesibilă, având în proximitate facilități precum magazine, școli, restaurante și alte puncte de interes. Datorită poziționării centrale, proprietatea beneficiază de o valoare crescută și de oportunități multiple, atât pentru locuire, cât și pentru dezvoltare imobiliară. Un teren generos și o locație premium, care oferă flexibilitate pentru diverse proiecte! Cod ofertă / ID BLITZ: P137646 ID anunț : 1734593201",07.05.2021,9948,171543.03125,2021-07-05,1616.0,0,-21543.03125
170,Anunț,61900,EUR,2,200,https://www.publi24.ro/anunturi/imobiliare/de-vanzare/case/case-vile/anunt/casa-vila-cu-2-camere-de-vanzare/e418769g5e3d765hed3e8g5225517668.html,images_case/anunt_170_img_0.webp|images_case/anunt_170_img_1.webp|images_case/anunt_170_img_2.webp|images_case/anunt_170_img_3.webp,4,,"Se vinde casă situată în localitatea Ocna Șugatag, într-o zonă liniștită și ușor accesibilă, aproape de Băile Vechi, ideală atât pentru locuință, cât și pentru o investiție în turism. Proprietatea are un teren cu suprafața de 1.200 mp, drept, potrivit pentru construcții. Casa este compusă din hol, două camere și o baie. În curte se află o anexă care necesită reabilitare. Dispune de utilități – curent electric, apă, fosă septică. Accesul se face direct din drum asfaltat, cu iluminat stradal. Casa necesită renovare, oferind posibilitatea de amenajare după preferințele cumpărătorului. Ocna Șugatag este o localitate turistică renumită din Maramureș, cunoscută pentru băile sărate, aerul curat și peisajele deosebite, aflată între Sighetu Marmației și Cavnic, într-o zonă cu potențial turistic ridicat. ID anunț : 1763429634",11.08.2022,99,156347.671875,2022-11-08,1125.0,0,-94447.671875
